os_type,os_days_since_update,firewall_enabled,antivirus_enabled,days_since_av_update,browser_safe_browsing_enabled,browser_autofill_passwords,risky_extension_count,risk_score_0_10,risk_tier
macOS,57.7,0,1,38.2,1,0,1,4.82,Medium
Windows,179.0,1,1,28.2,1,0,2,3.74,Low
Windows,61.5,1,0,19.5,1,1,2,3.37,Low
macOS,139.9,1,1,35.6,1,1,3,4.96,Medium
Windows,0.8,1,1,15.4,1,1,0,0.22,Low
Linux,95.1,1,1,23.4,1,0,0,2.04,Low
macOS,24.3,1,0,40.2,1,0,0,1.49,Low
macOS,251.2,0,0,107.6,1,1,2,9.46,High
Windows,135.4,0,1,45.0,1,0,2,6.01,Medium
macOS,235.3,0,1,149.1,0,1,1,9.61,High
Linux,91.7,0,0,129.6,0,1,1,9.83,High
Windows,18.6,1,1,31.1,1,1,2,1.08,Low
Windows,141.7,0,1,36.2,1,0,0,5.95,Medium
Windows,95.4,1,0,101.6,1,1,1,3.29,Low
Windows,102.5,0,1,88.9,1,1,1,5.87,Medium
macOS,47.4,1,0,24.8,1,1,2,3.94,Low
Windows,74.5,1,1,61.8,1,0,2,2.66,Low
macOS,88.3,0,1,3.4,1,0,1,4.73,Medium
Windows,18.0,1,1,7.2,1,0,0,0.63,Low
Windows,78.7,1,1,9.6,1,0,1,1.19,Low
Windows,352.9,1,0,48.0,0,1,2,8.52,High
Linux,160.0,1,1,73.7,1,0,0,3.51,Low
macOS,281.6,1,0,52.8,0,0,4,7.93,High
Windows,73.6,0,1,90.7,1,1,1,5.58,Medium
macOS,20.4,0,1,56.1,1,1,1,3.93,Low
Windows,18.9,1,1,95.1,1,0,1,1.81,Low
Windows,132.1,1,0,52.3,1,0,1,4.32,Medium
Windows,39.7,1,1,16.6,1,1,1,2.32,Low
Linux,251.9,0,0,129.6,0,1,3,10.0,High
macOS,68.9,0,1,173.6,0,0,2,6.24,Medium
macOS,131.3,1,0,36.5,1,0,4,5.67,Medium
Windows,124.4,1,1,122.6,1,0,2,3.22,Low
Windows,112.8,0,0,66.4,0,1,3,10.0,High
macOS,222.9,1,1,14.8,0,0,2,4.86,Medium
Windows,86.4,1,1,58.3,1,0,2,2.69,Low
Linux,45.9,1,1,6.9,1,1,1,1.11,Low
macOS,154.7,1,1,33.9,1,1,2,3.77,Low
Windows,116.8,1,0,5.0,1,0,3,5.92,Medium
macOS,84.3,1,0,120.5,1,1,2,3.46,Low
Linux,111.0,0,1,63.9,1,1,0,5.2,Medium
Windows,53.1,1,1,23.2,1,1,1,1.7,Low
macOS,21.5,1,0,87.3,1,0,2,2.93,Low
Linux,254.3,1,0,35.1,0,1,4,9.12,High
Windows,42.7,0,1,47.1,1,1,1,4.44,Medium
Linux,52.8,1,1,27.2,0,1,3,4.86,Medium
Windows,19.5,1,0,3.4,1,0,0,2.16,Low
macOS,80.7,0,0,95.6,0,1,0,9.59,High
macOS,91.0,1,0,134.1,0,1,2,6.57,Medium
macOS,136.7,1,0,30.1,1,1,1,5.12,Medium
Windows,48.8,1,0,65.4,1,0,3,2.55,Low
macOS,173.7,0,1,21.9,0,0,1,7.14,High
Windows,156.1,1,1,55.0,0,0,1,4.86,Medium
Windows,239.6,0,0,67.7,1,1,3,10.0,High
Windows,81.7,0,1,16.7,1,0,0,4.6,Medium
macOS,35.3,0,1,23.2,1,1,3,4.86,Medium
Windows,77.0,1,1,43.4,1,0,1,2.19,Low
Windows,51.5,0,1,71.1,0,0,3,6.54,Medium
Linux,51.4,0,0,37.9,1,0,2,7.56,High
Windows,32.5,1,1,17.1,0,0,1,1.94,Low
Windows,57.8,0,1,64.6,1,0,3,4.66,Medium
Windows,128.3,1,1,64.5,0,1,0,5.87,Medium
Windows,152.8,1,1,52.8,1,0,2,4.06,Medium
macOS,33.8,1,1,24.3,1,0,0,1.17,Low
Windows,210.5,1,0,66.7,1,1,0,4.88,Medium
Windows,79.6,1,1,30.3,0,1,1,4.94,Medium
Linux,46.1,1,1,35.5,0,0,2,3.49,Low
macOS,60.3,1,1,28.6,0,0,1,2.61,Low
macOS,45.6,1,1,14.3,1,0,0,1.09,Low
Linux,6.9,1,1,48.6,1,0,0,0.61,Low
Linux,103.0,1,1,39.9,1,1,1,2.55,Low
Windows,24.5,1,1,39.7,1,0,2,1.82,Low
macOS,75.1,0,0,81.2,0,0,1,8.52,High
macOS,24.8,0,1,27.8,1,0,0,2.9,Low
Windows,96.2,1,0,13.5,1,0,2,4.08,Medium
Windows,194.3,0,0,78.3,1,0,2,9.85,High
Windows,47.3,1,1,22.8,1,0,0,1.23,Low
macOS,114.8,1,1,83.4,1,0,2,2.79,Low
macOS,51.4,0,0,106.7,0,0,0,7.59,High
macOS,190.6,0,0,100.0,1,1,1,8.52,High
Windows,141.7,1,1,20.7,0,0,3,5.88,Medium
Windows,33.3,0,0,81.1,1,1,2,6.74,Medium
Windows,199.2,0,0,59.8,1,0,1,9.11,High
Windows,62.1,0,1,45.8,1,0,1,4.15,Medium
Linux,52.1,1,1,79.9,0,0,3,4.18,Medium
Linux,70.8,0,0,64.6,1,0,4,7.14,High
Linux,74.1,1,1,15.6,1,0,2,1.9,Low
Linux,126.4,1,1,51.5,1,0,1,2.66,Low
Linux,77.2,1,1,20.9,0,0,0,2.66,Low
Windows,155.4,1,0,178.9,0,1,1,7.68,High
Windows,154.8,1,0,173.9,0,1,6,9.68,High
Windows,31.1,0,1,19.0,1,1,0,3.48,Low
Windows,110.0,0,1,33.2,0,0,3,8.16,High
Windows,135.7,1,1,44.8,0,0,1,5.0,Medium
Windows,67.4,1,0,176.4,1,1,3,3.47,Low
Linux,112.8,1,1,95.9,0,1,2,6.29,Medium
Windows,86.5,0,1,21.7,0,0,2,6.07,Medium
Linux,107.6,1,1,59.7,1,1,2,3.85,Low
macOS,32.7,0,1,50.9,1,1,0,4.2,Medium
macOS,86.4,1,1,43.8,1,0,1,1.54,Low
macOS,223.9,0,0,83.1,1,1,4,10.0,High
Windows,98.3,1,1,73.6,0,0,2,4.38,Medium
macOS,101.7,0,0,77.6,1,1,6,9.67,High
Windows,105.7,0,1,19.5,1,1,3,6.11,Medium
Linux,339.4,1,0,60.2,0,1,4,9.9,High
Windows,41.3,0,1,38.2,0,0,4,5.92,Medium
Windows,132.6,0,0,13.9,1,0,2,7.35,High
macOS,221.3,0,0,178.6,1,1,3,10.0,High
macOS,99.8,0,1,73.5,1,0,0,5.24,Medium
Windows,138.7,1,1,12.7,1,0,2,3.42,Low
macOS,123.6,0,0,43.9,0,1,2,10.0,High
Windows,43.4,1,1,39.2,1,1,0,1.85,Low
macOS,157.3,1,1,57.4,1,1,4,6.48,Medium
Windows,31.2,1,1,45.0,1,0,0,1.4,Low
Windows,70.4,1,1,44.0,1,0,2,2.26,Low
Windows,56.6,0,1,18.2,1,1,1,4.12,Medium
Windows,336.3,0,1,125.2,0,0,4,8.78,High
Windows,247.5,0,1,50.4,0,0,0,8.12,High
Windows,62.7,1,0,151.8,1,0,1,3.29,Low
Windows,74.8,0,1,35.2,1,0,2,4.96,Medium
Windows,86.7,0,1,49.1,1,1,2,6.03,Medium
Windows,146.8,0,1,62.0,1,0,0,5.54,Medium
Windows,48.7,0,1,23.1,0,0,1,5.07,Medium
macOS,411.2,0,1,101.5,1,1,3,8.51,High
Linux,45.5,0,1,298.6,0,1,3,6.73,Medium
Windows,46.9,1,1,70.5,1,0,4,2.29,Low
Linux,100.7,0,0,131.2,0,1,4,10.0,High
Windows,152.0,0,0,122.4,0,1,2,10.0,High
Windows,92.9,1,1,86.4,0,1,4,7.46,High
macOS,232.1,1,1,32.3,1,1,4,5.83,Medium
macOS,58.1,0,0,53.1,0,1,1,9.82,High
macOS,178.4,0,0,202.5,1,1,4,10.0,High
Windows,41.9,1,0,98.0,0,1,1,4.69,Medium
macOS,67.9,1,1,33.3,0,1,2,4.99,Medium
Windows,7.8,1,1,17.4,1,0,0,0.73,Low
Windows,352.2,0,0,300.4,0,1,2,10.0,High
Windows,125.3,0,1,72.5,0,1,1,8.07,High
Linux,165.0,1,0,41.6,0,0,1,5.77,Medium
Windows,47.8,0,0,38.0,0,1,1,10.0,High
macOS,90.3,0,0,117.7,0,1,2,9.86,High
macOS,43.5,1,0,32.3,1,1,1,3.11,Low
macOS,34.2,1,1,29.1,1,1,1,0.75,Low
macOS,239.2,0,1,96.7,0,0,2,8.84,High
Linux,72.4,1,1,117.2,0,1,1,5.52,Medium
Windows,121.6,1,0,41.4,1,1,0,4.97,Medium
Windows,128.1,1,0,1.8,1,1,0,3.97,Low
macOS,112.9,0,1,61.3,0,0,2,7.61,High
Windows,27.7,1,1,34.3,0,1,0,3.41,Low
Windows,86.8,0,0,69.8,0,1,4,10.0,High
Windows,125.1,1,0,44.1,1,0,0,2.87,Low
Windows,67.9,0,1,11.5,0,1,2,7.41,High
Windows,15.7,1,0,9.9,1,0,1,2.11,Low
Windows,269.8,1,0,25.2,1,0,1,5.29,Medium
Linux,255.7,1,0,133.7,1,0,2,5.44,Medium
Windows,52.7,1,1,48.7,0,1,3,5.27,Medium
Linux,338.2,1,0,93.2,1,0,2,6.19,Medium
Linux,174.6,1,1,5.9,0,0,1,5.54,Medium
Windows,236.5,0,1,27.1,0,1,3,10.0,High
macOS,70.3,1,1,1.5,0,0,0,2.77,Low
macOS,57.7,1,1,4.2,1,0,1,1.9,Low
macOS,101.3,0,1,129.5,1,0,1,5.94,Medium
Windows,34.1,0,1,8.7,1,1,1,3.9,Low
Windows,160.7,1,1,21.9,1,1,1,3.93,Low
Windows,106.4,1,1,25.2,0,1,1,4.91,Medium
macOS,152.6,1,0,121.7,1,0,2,4.86,Medium
Linux,79.2,0,1,20.1,1,1,1,4.92,Medium
macOS,76.8,1,1,29.6,1,1,1,2.93,Low
macOS,53.7,1,0,38.4,1,0,3,3.9,Low
Linux,54.8,0,0,28.2,0,0,1,8.49,High
macOS,53.1,0,1,8.6,0,1,1,6.92,Medium
Windows,142.1,1,0,33.3,1,1,0,4.56,Medium
Linux,172.9,0,1,82.4,0,0,2,8.03,High
Windows,77.6,1,1,72.1,1,1,0,3.1,Low
Windows,184.5,0,1,60.8,1,1,3,8.96,High
Windows,104.2,1,1,15.2,0,1,4,7.08,High
Linux,76.8,1,0,42.4,1,0,1,2.8,Low
Windows,136.1,1,1,38.7,0,1,2,5.83,Medium
Windows,103.6,0,0,70.1,0,0,4,10.0,High
Windows,199.1,1,0,42.5,0,0,0,6.51,Medium
Windows,71.7,0,1,57.5,1,0,0,4.56,Medium
Windows,112.1,0,1,63.7,0,0,4,9.22,High
macOS,77.0,1,1,110.3,1,0,0,1.88,Low
Linux,283.0,1,0,54.7,1,1,1,5.12,Medium
Windows,22.7,1,1,22.8,0,0,3,2.67,Low
Windows,187.2,1,1,29.3,1,0,1,3.63,Low
Windows,219.6,1,1,61.9,1,1,0,4.29,Medium
Windows,83.7,0,0,156.5,1,1,0,7.43,High
macOS,53.0,1,1,6.9,1,0,2,1.5,Low
macOS,46.1,0,1,4.8,1,0,2,3.19,Low
macOS,131.3,0,1,38.5,1,0,2,5.48,Medium
Windows,224.7,0,0,34.1,1,1,4,10.0,High
macOS,84.1,0,0,65.0,0,0,3,8.79,High
Windows,29.3,1,1,45.1,1,1,0,1.37,Low
Windows,128.8,1,1,37.2,1,1,0,3.21,Low
Linux,52.8,1,1,53.8,1,1,1,1.96,Low
macOS,38.0,1,1,24.0,1,0,5,2.75,Low
Linux,137.2,1,1,30.8,0,0,1,4.86,Medium
Linux,73.8,1,1,94.2,1,1,0,3.7,Low
macOS,39.5,0,1,14.1,1,1,0,3.85,Low
Linux,142.5,0,0,83.2,1,1,7,10.0,High
Windows,166.6,0,0,21.7,1,0,2,8.42,High
Windows,21.1,0,1,88.8,0,1,2,7.06,High
Windows,54.8,0,1,49.1,1,1,0,4.43,Medium
Windows,76.3,0,0,33.8,0,1,3,9.77,High
Windows,95.3,1,0,38.6,1,1,3,6.02,Medium
Windows,56.3,1,1,12.8,0,1,1,4.21,Medium
macOS,158.6,0,0,129.2,0,1,2,10.0,High
macOS,116.5,1,1,143.6,0,0,4,6.36,Medium
macOS,191.9,1,0,172.8,1,1,3,7.17,High
Windows,52.1,1,1,32.9,1,0,6,1.72,Low
macOS,249.7,1,1,64.7,1,0,5,5.74,Medium
Windows,231.4,1,0,200.5,1,1,3,7.74,High
Windows,49.4,1,1,157.9,1,1,0,2.26,Low
Windows,237.8,0,0,9.9,1,0,2,9.17,High
Windows,120.9,1,0,28.7,0,1,5,8.97,High
Windows,240.9,1,0,119.2,1,0,4,6.55,Medium
macOS,154.2,0,0,34.5,1,1,1,8.41,High
macOS,100.8,1,0,14.3,0,1,1,5.85,Medium
macOS,36.9,1,1,12.5,0,0,1,2.04,Low
Windows,78.2,1,1,38.4,1,1,2,2.59,Low
macOS,139.5,0,1,49.0,1,1,1,6.01,Medium
macOS,116.5,0,0,40.6,0,0,4,10.0,High
Windows,115.9,1,0,139.3,0,0,3,7.13,High
macOS,187.6,1,1,73.1,1,1,3,6.89,Medium
Windows,57.7,1,1,165.8,0,1,2,4.75,Medium
Windows,34.4,1,1,23.6,1,1,0,0.78,Low
Windows,23.2,0,1,174.3,0,1,5,7.54,High
Windows,284.0,0,0,55.7,1,1,1,9.91,High
Windows,86.8,0,0,57.4,1,1,6,7.91,High
Windows,102.5,0,1,15.3,1,1,0,4.43,Medium
Windows,83.8,1,1,29.9,0,0,2,2.79,Low
Linux,124.5,1,1,17.2,1,0,1,2.77,Low
Windows,66.1,1,1,10.9,1,1,0,1.44,Low
Windows,43.9,0,1,3.8,1,0,0,3.59,Low
Windows,129.8,1,1,29.7,1,0,0,3.04,Low
Linux,94.6,1,1,88.7,1,0,2,3.58,Low
macOS,92.3,1,1,21.4,1,0,2,2.8,Low
Linux,80.8,0,1,79.8,1,1,5,5.6,Medium
Windows,113.9,1,1,35.6,0,0,0,3.85,Low
Windows,263.3,0,0,208.7,1,1,2,9.96,High
macOS,23.3,1,0,47.4,1,0,2,1.87,Low
Windows,24.5,1,0,33.4,1,1,0,2.38,Low
macOS,115.9,0,0,101.3,1,1,1,8.19,High
Linux,55.8,1,1,49.3,0,0,1,3.31,Low
Windows,68.7,1,1,47.1,1,0,2,2.45,Low
Linux,142.1,1,1,20.0,1,1,4,4.95,Medium
macOS,163.7,0,0,67.0,0,0,3,10.0,High
Windows,180.0,0,1,111.4,1,0,2,7.08,High
Windows,44.3,1,0,11.3,0,1,6,6.12,Medium
Windows,156.1,1,1,20.7,1,1,1,4.63,Medium
macOS,264.7,1,0,107.5,1,1,6,6.96,Medium
Windows,166.9,0,0,69.6,1,0,4,10.0,High
Windows,39.9,1,1,30.1,1,0,0,0.63,Low
macOS,114.9,1,0,17.2,1,0,4,5.69,Medium
Windows,70.4,0,0,12.7,1,0,2,6.97,Medium
Windows,138.4,0,0,57.8,0,0,2,9.87,High
macOS,211.6,1,0,60.7,0,0,4,7.81,High
Windows,127.9,1,0,104.6,1,0,1,3.34,Low
Windows,169.0,0,1,128.0,0,1,4,10.0,High
Windows,158.3,0,1,3.2,1,1,0,6.12,Medium
Windows,319.0,1,1,70.7,0,0,0,5.88,Medium
Windows,199.9,0,0,167.7,0,1,1,10.0,High
macOS,43.2,1,1,177.8,0,1,4,5.31,Medium
Linux,126.4,0,1,48.0,0,1,2,8.81,High
Windows,61.8,1,0,18.8,0,0,1,3.94,Low
Linux,88.3,1,1,48.4,1,1,2,3.03,Low
macOS,101.3,1,1,20.0,1,0,2,2.96,Low
macOS,136.2,1,1,30.4,0,0,0,5.09,Medium
macOS,50.6,1,1,55.7,1,1,2,2.77,Low
macOS,82.6,1,0,78.5,1,1,2,2.65,Low
macOS,34.0,1,1,45.0,1,0,1,1.62,Low
Windows,52.3,1,0,22.0,1,0,1,3.3,Low
Windows,159.2,0,1,62.7,1,1,1,6.71,Medium
Windows,321.6,1,0,220.0,0,1,1,7.4,High
Windows,69.7,1,0,106.4,1,1,4,4.52,Medium
macOS,78.3,1,1,58.0,1,1,1,2.82,Low
Windows,54.8,0,1,34.1,1,1,1,4.44,Medium
Windows,127.7,0,0,80.9,1,1,1,7.7,High
Windows,30.3,1,0,47.5,0,0,1,3.08,Low
Windows,34.7,1,1,22.1,1,0,0,1.28,Low
macOS,40.1,1,0,59.1,0,0,1,3.42,Low
macOS,324.5,0,1,254.1,0,1,5,10.0,High
Windows,211.5,1,0,186.6,1,1,3,7.8,High
Windows,106.2,1,1,116.3,1,1,3,4.57,Medium
Windows,67.6,1,0,105.2,1,0,2,2.93,Low
Windows,95.5,1,0,51.1,1,1,0,4.08,Medium
macOS,79.8,1,1,14.2,0,1,1,5.24,Medium
macOS,202.7,0,1,27.9,1,1,0,6.59,Medium
Windows,112.4,1,1,61.1,0,1,2,5.84,Medium
Windows,274.2,1,0,127.2,1,1,2,5.55,Medium
Linux,87.0,1,1,90.4,0,1,0,5.29,Medium
macOS,191.3,0,1,56.0,0,0,1,7.82,High
Windows,222.2,1,1,71.5,1,0,0,4.59,Medium
Windows,109.0,1,1,80.4,1,1,2,3.46,Low
Windows,36.7,1,1,15.3,1,0,1,1.27,Low
Linux,175.0,0,0,66.7,0,1,4,10.0,High
Windows,194.6,1,0,63.4,1,1,3,7.0,High
Windows,91.2,1,1,55.4,0,1,0,5.16,Medium
Linux,95.4,0,0,190.2,1,1,2,7.99,High
macOS,65.9,0,0,54.3,1,1,3,7.32,High
Windows,248.4,0,0,37.1,1,1,0,9.41,High
Windows,462.6,1,0,36.3,0,0,3,7.85,High
Windows,246.0,0,0,99.8,1,1,5,10.0,High
macOS,55.3,1,0,67.3,1,0,1,2.34,Low
Windows,246.7,0,1,16.8,0,1,2,9.83,High
Linux,130.4,1,0,105.6,1,1,4,6.66,Medium
Linux,88.8,1,1,92.6,0,0,2,3.69,Low
Windows,275.5,1,0,105.9,1,1,0,5.53,Medium
macOS,421.3,0,1,101.7,0,0,3,9.36,High
Windows,30.7,1,1,6.8,1,0,0,0.28,Low
Windows,60.5,0,1,30.8,1,0,2,4.04,Medium
macOS,121.0,1,1,141.0,1,0,0,3.26,Low
Windows,60.7,0,1,86.7,0,1,3,7.72,High
Windows,33.8,0,1,31.8,0,1,2,6.66,Medium
Windows,48.3,1,1,55.0,1,0,0,1.8,Low
Windows,122.7,1,1,23.6,1,1,2,3.81,Low
Windows,165.1,0,0,22.6,1,1,4,10.0,High
macOS,88.9,1,1,18.9,1,1,0,2.26,Low
macOS,141.6,1,0,14.4,1,1,3,6.15,Medium
macOS,115.5,1,1,54.0,0,0,1,4.51,Medium
macOS,31.3,1,0,107.3,0,0,0,3.84,Low
Windows,23.1,1,1,59.7,1,0,3,2.35,Low
macOS,103.1,0,1,78.5,0,1,2,7.93,High
Windows,108.2,0,0,126.8,0,0,2,10.0,High
Windows,114.7,1,1,41.2,1,1,2,3.09,Low
Linux,99.4,1,0,50.6,0,0,3,6.82,Medium
Windows,123.0,0,1,19.2,1,1,2,6.08,Medium
Windows,159.9,1,1,120.2,0,1,0,5.98,Medium
Windows,244.2,1,1,48.3,0,1,0,6.83,Medium
Windows,61.9,0,1,29.1,1,0,1,3.44,Low
Windows,134.7,1,0,99.7,0,1,0,6.46,Medium
Windows,156.6,1,1,27.9,1,0,5,5.28,Medium
Linux,70.9,1,1,15.9,0,1,2,4.76,Medium
Windows,79.8,1,0,15.7,0,1,3,6.92,Medium
Windows,175.5,1,1,108.8,0,1,1,6.74,Medium
Windows,39.3,1,1,42.3,1,0,0,1.48,Low
macOS,39.3,0,1,38.5,0,1,0,6.85,Medium
Windows,214.2,1,1,45.4,1,1,1,4.56,Medium
Windows,178.5,1,1,94.8,1,1,4,6.47,Medium
Windows,31.9,1,1,49.1,1,0,3,1.32,Low
macOS,353.0,1,0,79.6,0,1,2,7.35,High
macOS,416.4,0,0,104.8,0,1,2,10.0,High
macOS,23.5,1,1,56.9,1,0,1,2.03,Low
macOS,82.9,1,1,7.5,1,1,0,2.64,Low
Windows,174.8,1,1,163.1,0,1,2,7.71,High
Windows,66.5,1,1,24.8,0,1,1,4.7,Medium
Windows,315.1,0,1,124.2,1,1,1,7.41,High
Windows,103.5,1,0,37.0,1,0,1,3.48,Low
Windows,200.6,1,1,115.9,0,0,0,5.35,Medium
Windows,81.0,1,1,40.3,1,1,5,2.73,Low
Windows,159.5,1,1,30.0,1,0,0,3.37,Low
macOS,16.0,1,1,17.8,1,0,1,0.94,Low
Windows,108.5,1,0,30.6,1,0,2,3.68,Low
macOS,33.5,1,0,45.2,1,0,0,2.56,Low
macOS,114.0,0,1,92.4,0,0,2,7.62,High
Windows,80.4,1,1,109.8,0,1,4,5.48,Medium
Windows,57.1,1,1,40.5,1,1,1,3.25,Low
macOS,53.9,1,1,31.1,1,0,3,2.24,Low
macOS,61.8,1,1,56.4,1,0,3,3.17,Low
Windows,176.5,1,0,53.3,1,0,2,4.86,Medium
Windows,76.3,1,1,31.5,1,0,2,2.81,Low
macOS,19.7,0,0,29.2,1,0,1,6.21,Medium
macOS,76.3,0,1,45.7,1,0,1,4.52,Medium
Windows,53.5,1,1,15.3,1,0,1,0.94,Low
Windows,26.6,1,1,60.0,1,1,2,2.28,Low
Linux,76.3,1,1,129.9,1,1,3,3.67,Low
Windows,24.7,0,1,44.9,0,0,1,5.14,Medium
Linux,38.4,1,1,19.0,0,0,0,2.4,Low
Windows,281.7,0,0,66.6,1,1,0,8.9,High
Windows,205.4,1,0,59.2,1,0,2,4.67,Medium
Windows,108.4,1,1,150.5,1,0,1,3.1,Low
Windows,72.8,1,1,31.7,1,1,0,1.9,Low
Linux,297.5,0,1,245.6,0,1,2,10.0,High
Windows,172.7,0,0,57.6,0,1,3,10.0,High
Linux,52.1,0,1,34.3,0,1,0,7.31,High
Windows,16.3,1,0,24.1,0,1,0,4.54,Medium
Linux,76.1,0,1,11.3,1,1,2,4.81,Medium
Linux,103.1,0,0,20.3,0,1,0,9.44,High
macOS,163.2,0,0,75.1,0,1,4,10.0,High
Windows,182.7,1,1,67.8,0,1,3,8.6,High
macOS,75.1,0,1,9.6,1,0,1,4.11,Medium
Windows,90.0,1,1,95.4,1,0,0,2.35,Low
Linux,189.4,0,1,110.8,1,0,4,8.15,High
Windows,72.8,1,1,84.3,1,1,0,2.79,Low
Windows,49.2,1,1,29.5,1,0,2,1.6,Low
Windows,143.8,1,1,148.5,0,1,5,8.88,High
macOS,228.7,0,0,101.3,0,0,3,10.0,High
Linux,102.1,1,1,16.8,1,1,1,2.55,Low
Windows,59.9,1,1,13.9,1,0,0,1.71,Low
macOS,312.1,0,0,78.8,1,0,1,8.4,High
Linux,56.7,0,0,53.7,1,0,1,6.45,Medium
Windows,93.6,0,1,17.9,0,1,1,6.91,Medium
Windows,248.4,0,0,104.3,0,1,4,10.0,High
macOS,31.1,1,1,56.5,1,0,1,2.15,Low
macOS,130.1,0,0,71.2,1,1,2,8.69,High
Windows,50.8,0,0,113.6,0,1,4,9.21,High
macOS,47.5,1,1,32.0,1,0,1,1.37,Low
Windows,112.6,0,1,92.3,1,1,2,6.31,Medium
Linux,148.4,1,1,28.2,1,0,0,3.18,Low
Linux,87.9,1,1,3.8,0,0,1,3.15,Low
macOS,69.2,0,1,16.9,0,1,1,7.19,High
Windows,252.7,1,0,40.4,0,1,3,9.53,High
Windows,87.9,0,1,70.5,0,1,2,8.0,High
Windows,45.2,1,0,63.0,1,0,4,3.3,Low
Windows,17.0,1,0,75.3,1,0,5,2.85,Low
macOS,160.0,1,0,90.3,1,0,1,4.67,Medium
Windows,32.2,0,1,26.0,1,0,0,3.44,Low
Windows,233.7,0,1,36.2,0,1,1,9.55,High
Windows,42.5,1,1,5.7,0,1,1,4.03,Medium
Windows,95.2,1,1,53.6,1,1,0,3.0,Low
Windows,141.7,0,0,26.6,1,0,1,7.96,High
macOS,27.4,0,1,49.6,0,0,2,5.7,Medium
macOS,69.4,1,0,87.5,1,0,3,3.56,Low
Windows,299.6,0,0,242.9,1,0,1,8.76,High
Linux,127.0,1,1,215.1,0,1,4,7.74,High
Linux,48.1,0,1,194.2,1,1,1,4.88,Medium
Windows,85.4,0,1,55.9,1,1,1,5.19,Medium
macOS,46.1,1,0,79.5,1,1,0,2.34,Low
Windows,55.5,0,1,26.8,0,0,4,6.62,Medium
Windows,246.2,0,1,173.6,1,1,1,7.84,High
Windows,41.7,1,0,112.8,1,0,2,2.8,Low
Windows,63.0,1,1,27.0,1,1,0,2.24,Low
Linux,322.2,0,0,189.2,0,1,2,10.0,High
Linux,258.0,0,1,143.0,0,1,1,9.71,High
macOS,115.5,1,1,57.5,1,0,1,3.17,Low
macOS,283.1,0,0,11.3,1,1,1,9.38,High
macOS,197.4,0,0,145.9,1,0,2,8.61,High
Linux,158.0,1,1,76.0,1,1,2,5.33,Medium
Windows,32.9,1,1,42.0,1,1,0,1.28,Low
Windows,81.5,0,1,24.7,0,1,2,7.76,High
macOS,156.6,0,1,123.9,0,1,4,10.0,High
Windows,83.7,1,1,25.9,0,0,0,2.5,Low
Windows,30.7,1,0,9.4,1,1,1,3.23,Low
Windows,124.9,0,0,14.1,1,0,2,8.1,High
macOS,84.2,0,0,40.9,1,0,1,6.56,Medium
Windows,81.6,1,1,14.7,1,0,2,2.35,Low
Windows,77.7,0,1,48.5,1,0,1,4.58,Medium
Windows,61.7,0,1,39.6,1,1,1,5.53,Medium
Windows,28.8,0,1,109.1,1,1,2,4.16,Medium
Linux,37.1,0,1,17.5,1,0,1,3.28,Low
Windows,13.8,1,1,152.7,1,1,2,2.39,Low
macOS,137.5,0,0,62.7,1,0,0,7.69,High
macOS,40.5,1,1,33.7,1,1,0,1.41,Low
Windows,143.0,1,0,104.5,1,0,2,4.65,Medium
macOS,103.4,1,1,89.3,0,0,0,4.59,Medium
macOS,56.4,1,1,29.3,1,1,1,2.14,Low
macOS,187.7,1,1,98.1,0,1,5,8.93,High
Windows,175.4,1,1,39.9,0,0,2,5.23,Medium
Windows,62.8,1,0,17.5,0,1,0,5.35,Medium
Linux,24.4,1,1,34.2,1,0,1,0.71,Low
macOS,41.9,1,1,37.3,0,0,2,3.61,Low
Linux,109.7,1,1,29.4,1,1,3,4.89,Medium
Linux,261.2,1,1,44.9,1,0,1,3.57,Low
Windows,72.6,1,0,63.0,0,0,2,4.48,Medium
macOS,73.7,1,1,30.5,1,1,2,2.98,Low
Windows,65.8,1,0,26.3,0,0,3,5.04,Medium
macOS,99.8,1,1,56.9,1,1,0,3.1,Low
Windows,66.3,0,1,100.6,1,1,0,4.89,Medium
Windows,259.3,1,0,58.4,0,0,1,6.41,Medium
macOS,61.8,1,1,15.3,1,0,1,1.36,Low
macOS,96.1,1,1,36.7,1,1,0,3.2,Low
macOS,8.4,1,1,18.8,1,1,1,1.42,Low
Windows,268.7,0,0,115.9,0,0,1,10.0,High
Windows,29.7,1,1,29.6,0,1,1,3.55,Low
Linux,108.2,0,1,99.3,0,1,0,7.79,High
Windows,213.0,1,1,184.0,0,1,3,8.36,High
Windows,145.9,0,0,13.8,1,0,4,9.76,High
macOS,89.2,0,1,66.5,1,1,0,5.47,Medium
Windows,154.3,0,1,60.0,0,1,2,9.89,High
macOS,87.9,1,1,94.6,1,1,2,3.44,Low
Windows,125.4,0,1,21.3,0,0,1,6.01,Medium
macOS,311.6,0,0,137.9,0,1,2,10.0,High
Linux,15.1,1,1,28.5,1,1,0,0.67,Low
Linux,270.0,0,0,124.2,1,1,5,10.0,High
macOS,77.0,0,0,39.1,1,1,2,7.5,High
Windows,184.6,0,1,49.7,0,1,3,10.0,High
macOS,81.4,1,1,33.4,0,0,1,3.77,Low
macOS,147.6,0,1,70.3,0,1,6,10.0,High
macOS,168.5,0,1,132.4,0,1,1,8.89,High
macOS,138.9,1,0,81.1,0,0,0,5.23,Medium
